|||||||B3LYP|B3LYP|B3LYP|PBE|PBE|PBE|PB86|PB87|PB88|M06|M07|M08
185|C(=Cc1ccc(c2ccc(N(c3ccc(c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(c4ccc(C=Cc5cccs5)s4)cc3)cc2)s1)c1cccs1|C(=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)cc2)s1)c1cccs1|InChI=1S/C48H33NS6/c1-4-40(50-31-1)19-22-43-25-28-46(53-43)34-7-13-37(14-8-34)49(38-15-9-35(10-16-38)47-29-26-44(54-47)23-20-41-5-2-32-51-41)39-17-11-36(12-18-39)48-30-27-45(55-48)24-21-42-6-3-33-52-42/h1-33H/b22-19+,23-20+,24-21+|10.1021/ja058178e,NRVOTDCCVLSTHD-IKVQWSBMSA-N,molecule,bilayer,PC61BM,nan,nan,nan,nan,0.46,0.48,2.33,41.0|C(=Cc1ccc(-c2ccc(N(c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)c3ccc(-c4ccc(C=Cc5cccs5)s4)cc3)cc2)s1)c1cccs1|20|-0.17585|-0.08065|0.0952|-0.1849|-0.07935|0.10555|-0.16055|-0.10325|0.0573|-0.21595|-0.0551|0.16085
186|Cc1csc(c2nc3sc(c4cc(C)c(c5cc6c(s5)c5sccc5[Si]6(C)C)s4)nc3s2)c1|Cc1csc(-c2nc3sc(-c4cc(C)c(-c5cc6c(s5)-c5sccc5[Si]6(C)C)s4)nc3s2)c1|InChI=1S/C24H18N2S6Si/c1-11-7-14(28-10-11)21-25-23-24(31-21)26-22(32-23)15-8-12(2)18(30-15)13-9-17-20(29-13)19-16(5-6-27-19)33(17,3)4/h5-10H,1-4H3|10.1039/c1cc13477a,XOLHPVCLORGWLP-UHFFFAOYSA-N,polymer,bulk,PC71BM,nan,nan,nan,1.76,5.88,0.73,11.25,71.6|Cc1csc(-c2nc3sc(-c4cc(C)c(-c5cc6c(s5)-c5sccc5[Si]6(C)C)s4)nc3s2)c1|16|-0.183625|-0.0915625|0.0920625|-0.193625|-0.0909375|0.102688|-0.1685|-0.111563|0.0569375|-0.224875|-0.06825|0.156625
187|CC1(C)c2ccccc2c2ccc(c3ccc(c4ccc(c5cccs5)c5nsnc45)s3)cc12|CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21|InChI=1S/C29H20N2S3/c1-29(2)22-7-4-3-6-18(22)19-10-9-17(16-23(19)29)24-13-14-26(33-24)21-12-11-20(25-8-5-15-32-25)27-28(21)31-34-30-27/h3-16H,1-2H3|10.1002/adma.200900510,ZGTJRSSAURYICH-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.5,-3.6,1.9,nan,4.5,0.97,9.1,51.0|CC1(C)c2ccccc2-c2ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc21|15|-0.191933|-0.105|0.0869333|-0.201067|-0.105|0.0960667|-0.176067|-0.126|0.0500667|-0.232267|-0.0812|0.151067
188|Cc1cc(C=C(C#N)C(=O)O)sc1c1cc(C)c(c2cc(C)c(c3cc4ccc(N(c5ccc6c(c5)C(C)(C)c5ccccc65)c5ccc6c(c5)C(C)(C)c5ccccc65)cc4s3)s2)s1|Cc1cc(C=C(C#N)C(=O)O)sc1-c1cc(C)c(-c2cc(C)c(-c3cc4ccc(N(c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4s3)s2)s1|InChI=1S/C57H44N2O2S4/c1-31-22-39(25-35(30-58)55(60)61)62-52(31)49-23-32(2)53(64-49)50-24-33(3)54(65-50)51-26-34-16-17-38(29-48(34)63-51)59(36-18-20-42-40-12-8-10-14-44(40)56(4,5)46(42)27-36)37-19-21-43-41-13-9-11-15-45(41)57(6,7)47(43)28-37/h8-29H,1-7H3,(H,60,61)/b35-25-|10.1039/B908802D,YDTYAWWCQRSMGA-XXHMGCOKSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,8.6,0.664,17.45,74.0|Cc1cc(C=C(C#N)C(=O)O)sc1-c1cc(C)c(-c2cc(C)c(-c3cc4ccc(N(c5ccc6c(c5)C(C)(C)c5ccccc5-6)c5ccc6c(c5)C(C)(C)c5ccccc5-6)cc4s3)s2)s1|20|-0.1814|-0.11115|0.07025|-0.19005|-0.11045|0.0796|-0.166|-0.12885|0.03715|-0.2206|-0.08875|0.13185
189|COc1cccc(c2nc3c(c4cccs4)ccc(c4ccc(c5ccc6c(c5)C(C)(C)c5ccccc65)s4)c3nc2c2cccc(OC)c2)c1|COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2cccc(OC)c2)c1|InChI=1S/C45H34N2O2S2/c1-45(2)36-15-6-5-14-32(36)33-18-17-27(26-37(33)45)38-21-22-40(51-38)35-20-19-34(39-16-9-23-50-39)43-44(35)47-42(29-11-8-13-31(25-29)49-4)41(46-43)28-10-7-12-30(24-28)48-3/h5-26H,1-4H3|10.1021/ar900061z,FYLHGFRXLMWIJS-UHFFFAOYSA-N,polymer,bulk,PC61BM,-6.3,-3.6,2.7,1.94,3.7,1.0,6.0,63.0|COc1cccc(-c2nc3c(-c4cccs4)ccc(-c4ccc(-c5ccc6c(c5)C(C)(C)c5ccccc5-6)s4)c3nc2-c2cccc(OC)c2)c1|18|-0.189556|-0.0932222|0.0963333|-0.198722|-0.0921667|0.106556|-0.173333|-0.115722|0.0576111|-0.231111|-0.0691667|0.161944
190|CC1(C)c2cc(c3ccc(C=C(C#N)C(=O)O)s3)ccc2c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc12|CC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc21|InChI=1S/C45H30N2O2S/c1-45(2)38-24-30(41-22-17-34(50-41)23-31(26-46)44(48)49)14-18-35(38)36-20-16-33(25-39(36)45)47(32-9-4-3-5-10-32)40-21-15-29-12-11-27-7-6-8-28-13-19-37(40)43(29)42(27)28/h3-25H,1-2H3,(H,48,49)/b31-23+|10.1039/B908802D,DGWDJUFVNCXHNS-INKHBPHZSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,3.35,0.6,8.38,67.0|CC1(C)c2cc(-c3ccc(C=C(C#N)C(=O)O)s3)ccc2-c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)cc21|18|-0.191944|-0.106444|0.0855|-0.200444|-0.105222|0.0952222|-0.175333|-0.126444|0.0488889|-0.2315|-0.0822222|0.149278
191|N#CC(=Cc1ccc(c2ccc(c3cc(c4ccc(c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)c(c4ccc(c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)s1)C(=O)O|N#CC(=Cc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)s1)C(=O)O|InChI=1S/C60H39N3O2S5/c61-39-42(60(64)65)37-49-29-30-54(66-49)55-34-35-56(69-55)58-38-50(53-33-31-51(67-53)40-21-25-47(26-22-40)62(43-13-5-1-6-14-43)44-15-7-2-8-16-44)59(70-58)57-36-32-52(68-57)41-23-27-48(28-24-41)63(45-17-9-3-10-18-45)46-19-11-4-12-20-46/h1-38H,(H,64,65)/b42-37+|10.1039/B908802D,OHAKYXDLTDZMLO-ABZNUIFFSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,4.11,0.61,11.4,59.0|N#CC(=Cc1ccc(-c2ccc(-c3cc(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)c(-c4ccc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)s4)s3)s2)s1)C(=O)O|20|-0.18415|-0.11235|0.0718|-0.19315|-0.1121|0.08105|-0.16775|-0.1307|0.03705|-0.22405|-0.09025|0.1338
192|COc1cccc(c2nc3cccc(c4cccs4)c3nc2c2cccc(OC)c2)c1|COc1cccc(-c2nc3cccc(-c4cccs4)c3nc2-c2cccc(OC)c2)c1|InChI=1S/C26H20N2O2S/c1-29-19-9-3-7-17(15-19)24-25(18-8-4-10-20(16-18)30-2)28-26-21(23-13-6-14-31-23)11-5-12-22(26)27-24/h3-16H,1-2H3|10.1002/adma.201002225,ALUKCEWJMVMFOY-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.7,-3.3,2.4,nan,5.8,0.91,9.4,68.0|COc1cccc(-c2nc3cccc(-c4cccs4)c3nc2-c2cccc(OC)c2)c1|13|-0.212077|-0.0849231|0.127154|-0.222077|-0.0830769|0.139|-0.190923|-0.109923|0.081|-0.257692|-0.057|0.200692
193|COc1ccc(N(c2ccc(OC)cc2)c2ccc3c(c2)C(C)(C)c2c3c3c(c4c2c2ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc2C4(C)C)c2ccc(c4ccc(C=C(C#N)C(=O)O)s4)cc2C3(C)C)cc1|COc1ccc(N(c2ccc(OC)cc2)c2ccc3c(c2)C(C)(C)c2c-3c3c(c4c2-c2ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc2C4(C)C)-c2ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc2C3(C)C)cc1|InChI=1S/C69H59N3O6S/c1-67(2)56-36-40(59-34-30-52(79-59)35-41(39-70)66(73)74)11-31-53(56)60-63(67)61-54-32-20-46(71(42-12-22-48(75-7)23-13-42)43-14-24-49(76-8)25-15-43)37-57(54)69(5,6)65(61)62-55-33-21-47(38-58(55)68(3,4)64(60)62)72(44-16-26-50(77-9)27-17-44)45-18-28-51(78-10)29-19-45/h11-38H,1-10H3,(H,73,74)/b41-35+|10.1039/B908802D,ZDBFTZQWMHRYHE-VSMFVEQNSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,3.61,0.752,6.86,70.0|COc1ccc(N(c2ccc(OC)cc2)c2ccc3c(c2)C(C)(C)c2c-3c3c(c4c2-c2ccc(N(c5ccc(OC)cc5)c5ccc(OC)cc5)cc2C4(C)C)-c2ccc(-c4ccc(C=C(C#N)C(=O)O)s4)cc2C3(C)C)cc1|9|-0.177111|-0.104889|0.0722222|-0.185444|-0.103667|0.0817778|-0.156444|-0.124889|0.0315556|-0.219556|-0.0806667|0.138889
194|CC1(C)c2ccccc2c2cc3c(cc12)c1cc2c(cc1C3(C)C)c1ccc(c3ccc(c4ccc(c5cccs5)c5nsnc45)s3)cc1C2(C)C|CC1(C)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(C)C)-c1ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc1C2(C)C|InChI=1S/C47H36N2S3/c1-45(2)34-11-8-7-10-26(34)30-21-38-32(23-36(30)45)33-24-37-31(22-39(33)47(38,5)6)27-14-13-25(20-35(27)46(37,3)4)40-17-18-42(51-40)29-16-15-28(41-12-9-19-50-41)43-44(29)49-52-48-43/h7-24H,1-6H3|10.1021/ja909111p,XKPWGJQXXGVADA-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.45,-3.45,2.0,1.96,4.5,1.04,10.3,42.0|CC1(C)c2ccccc2-c2cc3c(cc21)-c1cc2c(cc1C3(C)C)-c1ccc(-c3ccc(-c4ccc(-c5cccs5)c5nsnc54)s3)cc1C2(C)C|15|-0.1872|-0.105|0.0822|-0.196267|-0.1044|0.0918667|-0.1726|-0.1258|0.0468|-0.227467|-0.0814|0.146067
195|COc1c2cc(c3ccc(c4c5c(=O)n(C)c(c6cccs6)c5c(=O)n4C)s3)sc2c(OC)c2ccsc12|COc1c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c(OC)c2ccsc21|InChI=1S/C28H20N2O4S4/c1-29-21(16-6-5-10-35-16)19-20(28(29)32)22(30(2)27(19)31)17-8-7-15(37-17)18-12-14-24(34-4)25-13(9-11-36-25)23(33-3)26(14)38-18/h5-12H,1-4H3|10.1021/ar5000743,QNIMEWRJBUPJRX-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.225,-3.675,1.55,1.38,2.83,0.69,6.5,63.0|COc1c2cc(-c3ccc(C4=C5C(=O)N(C)C(c6cccs6)=C5C(=O)N4C)s3)sc2c(OC)c2ccsc21|12|-0.183167|-0.1055|0.0776667|-0.192167|-0.105167|0.087|-0.166917|-0.123833|0.0430833|-0.222167|-0.085|0.137167
196|COc1c2cc(c3cccs3)sc2c(OC)c2cc(c3ccc(c4ccc5c(c4)N(C)C(=O)C5=C4c5ccccc5N(C)C4=O)s3)sc12|COc1c2cc(-c3cccs3)sc2c(OC)c2cc(-c3ccc(-c4ccc5c(c4)N(C)C(=O)C5=C4c5ccccc5N(C)C4=O)s3)sc21|InChI=1S/C38H26N2O4S4/c1-39-24-9-6-5-8-20(24)31(37(39)41)32-21-12-11-19(16-25(21)40(2)38(32)42)26-13-14-28(46-26)30-18-23-34(44-4)35-22(33(43-3)36(23)48-30)17-29(47-35)27-10-7-15-45-27/h5-18H,1-4H3/b32-31+|10.1039/C3PY01598J,DGLVFYYUTRYGAX-ZMFPCWMMSA-N,polymer,bulk,PC71BM,-5.78,-3.91,1.87,1.61,4.22,0.79,7.87,68.0|COc1c2cc(-c3cccs3)sc2c(OC)c2cc(-c3ccc(-c4ccc5c(c4)N(C)C(=O)C5=C4c5ccccc5N(C)C4=O)s3)sc21|15|-0.189667|-0.112933|0.0767333|-0.198733|-0.112133|0.0866|-0.173733|-0.132533|0.0412|-0.2298|-0.0902|0.1396
197|Cc1ccc(c2ccc(c3ccc(c4ccc(N(c5ccc(c6ccc(c7ccc(c8ccc(C)s8)s7)s6)cc5)c5ccc(c6ccc(c7ccc(c8ccc(C)s8)s7)s6)cc5)cc4)s3)s2)s1|Cc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccc(-c6ccc(-c7ccc(-c8ccc(C)s8)s7)s6)cc5)c5ccc(-c6ccc(-c7ccc(-c8ccc(C)s8)s7)s6)cc5)cc4)s3)s2)s1|InChI=1S/C57H39NS9/c1-34-4-19-46(59-34)49-28-31-55(65-49)52-25-22-43(62-52)37-7-13-40(14-8-37)58(41-15-9-38(10-16-41)44-23-26-53(63-44)56-32-29-50(66-56)47-20-5-35(2)60-47)42-17-11-39(12-18-42)45-24-27-54(64-45)57-33-30-51(67-57)48-21-6-36(3)61-48/h4-33H,1-3H3|10.1016/j.solmat.2010.07.003,POSVHDFEGLISRM-UHFFFAOYSA-N,molecule,bilayer,C60,nan,nan,nan,nan,0.36,0.68,1.73,29.0|Cc1ccc(-c2ccc(-c3ccc(-c4ccc(N(c5ccc(-c6ccc(-c7ccc(-c8ccc(C)s8)s7)s6)cc5)c5ccc(-c6ccc(-c7ccc(-c8ccc(C)s8)s7)s6)cc5)cc4)s3)s2)s1|14|-0.173929|-0.0783571|0.0955714|-0.183071|-0.0771429|0.105929|-0.158214|-0.100143|0.0580714|-0.214786|-0.0534286|0.161357
198|N#CC(=Cc1cc(c2ccc(c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)c(c2ccc(c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O|N#CC(=Cc1cc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O|InChI=1S/C52H35N3O2S3/c53-35-38(52(56)57)33-45-34-46(49-31-29-47(59-49)36-21-25-43(26-22-36)54(39-13-5-1-6-14-39)40-15-7-2-8-16-40)51(58-45)50-32-30-48(60-50)37-23-27-44(28-24-37)55(41-17-9-3-10-18-41)42-19-11-4-12-20-42/h1-34H,(H,56,57)/b38-33+|10.1039/B908802D,ORZBUASOAWGKAM-NNIBMBRCSA-N,molecule,DSSC,TiO2,nan,nan,nan,nan,5.95,0.68,14.5,61.0|N#CC(=Cc1cc(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)c(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)s1)C(=O)O|19|-0.186158|-0.106947|0.0792105|-0.195105|-0.106105|0.089|-0.168263|-0.126105|0.0421579|-0.227053|-0.0837895|0.143263
199|COC(=O)c1cc2csc(c3cc4c(s3)c(C)c3ccsc3c4C)c2s1|COC(=O)c1cc2csc(-c3cc4c(s3)c(C)c3ccsc3c4C)c2s1|InChI=1S/C20H14O2S4/c1-9-12-4-5-23-16(12)10(2)13-7-14(25-17(9)13)19-18-11(8-24-19)6-15(26-18)20(21)22-3/h4-8H,1-3H3|10.1039/C1EE01072G,GDUJLSJJFJQERQ-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.04,-3.29,1.75,1.6,5.8,0.72,13.9,59.0|COC(=O)c1cc2csc(-c3cc4c(s3)c(C)c3ccsc3c4C)c2s1|7|-0.191571|-0.083|0.108571|-0.201429|-0.0814286|0.12|-0.173571|-0.106|0.0675714|-0.233429|-0.056|0.177429
200|COC(=O)c1sc2c(c3ccc(c4cc5c(s4)c(c4ccc(OC)cc4)c4ccsc4c5c4ccc(OC)cc4)s3)sc(c3cccs3)c2c1F|COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(OC)cc4)c4ccsc4c5-c4ccc(OC)cc4)s3)sc(-c3cccs3)c2c1F|InChI=1S/C40H25FO4S6/c1-43-22-10-6-20(7-11-22)30-24-16-18-47-34(24)31(21-8-12-23(44-2)13-9-21)25-19-29(49-35(25)30)26-14-15-28(48-26)37-38-32(33(41)39(51-38)40(42)45-3)36(50-37)27-5-4-17-46-27/h4-19H,1-3H3|10.1021/ar5000743,HJNLNMMJXKNRJP-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.17,-3.14,2.03,1.7,7.5,0.78,13.4,71.8|COC(=O)c1sc2c(-c3ccc(-c4cc5c(s4)c(-c4ccc(OC)cc4)c4ccsc4c5-c4ccc(OC)cc4)s3)sc(-c3cccs3)c2c1F|18|-0.1835|-0.0966111|0.0868889|-0.192722|-0.0961667|0.0965556|-0.166833|-0.115556|0.0512778|-0.223778|-0.0738333|0.149944
201|COC(=O)C(=Cc1cc(C)c(c2ccc(c3sc(c4cc5c(s4)c(OC)c4cc(c6cc(C)c(c7ccc(c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)sc4c5OC)cc3C)s2)s1)C#N|COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)c(OC)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)sc4c5OC)cc3C)s2)s1|InChI=1S/C50H36N2O6S8/c1-23-13-29(17-27(21-51)49(53)57-7)59-43(23)33-9-11-35(61-33)45-25(3)15-37(63-45)39-19-31-41(55-5)48-32(42(56-6)47(31)65-39)20-40(66-48)38-16-26(4)46(64-38)36-12-10-34(62-36)44-24(2)14-30(60-44)18-28(22-52)50(54)58-8/h9-20H,1-8H3/b27-17+,28-18+|10.1021/ar400088c,DEVMHGSMCXQJGZ-LPWNDWGMSA-N,molecule,bulk,PC61BM,-5.04,-3.24,1.8,1.84,4.56,0.95,8.0,60.0|COC(=O)C(C#N)=Cc1cc(C)c(-c2ccc(-c3sc(-c4cc5c(s4)c(OC)c4cc(-c6cc(C)c(-c7ccc(-c8sc(C=C(C#N)C(=O)OC)cc8C)s7)s6)sc4c5OC)cc3C)s2)s1|20|-0.1906|-0.1144|0.0762|-0.19935|-0.1138|0.08555|-0.17615|-0.133|0.04315|-0.22835|-0.09155|0.1368
202|Cc1csc(c2ccc(c3cc(C)cs3)c3nsnc23)c1|Cc1csc(-c2ccc(-c3cc(C)cs3)c3nsnc32)c1|InChI=1S/C16H12N2S3/c1-9-5-13(19-7-9)11-3-4-12(14-6-10(2)8-20-14)16-15(11)17-21-18-16/h3-8H,1-2H3|10.1021/ja210687r,ZGUKAWJCSXABJJ-UHFFFAOYSA-N,molecule,bulk,PC61BM,-5.46,-3.02,2.44,2.04,nan,nan,nan,nan|Cc1csc(-c2ccc(-c3cc(C)cs3)c3nsnc32)c1|10|-0.1976|-0.1029|0.0947|-0.2067|-0.1019|0.1048|-0.1796|-0.1239|0.0557|-0.2396|-0.077|0.1626
205|COC(=O)C(=Cc1cc(C)c(c2cc(C)c(c3ccc(c4sc(c5sc(C=C(C#N)C(=O)OC)cc5C)cc4C)s3)s2)s1)C#N|COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C=C(C#N)C(=O)OC)cc5C)cc4C)s3)s2)s1|InChI=1S/C34H26N2O4S5/c1-17-9-23(13-21(15-35)33(37)39-5)41-31(17)27-11-19(3)29(44-27)25-7-8-26(43-25)30-20(4)12-28(45-30)32-18(2)10-24(42-32)14-22(16-36)34(38)40-6/h7-14H,1-6H3/b21-13+,22-14+|10.1021/ar400088c,MILFULBMHTZPQY-QRSJWUFXSA-N,molecule,bulk,PC61BM,-5.25,-3.23,2.02,1.8,3.27,0.88,7.02,53.0|COC(=O)C(C#N)=Cc1cc(C)c(-c2cc(C)c(-c3ccc(-c4sc(-c5sc(C=C(C#N)C(=O)OC)cc5C)cc4C)s3)s2)s1|17|-0.197588|-0.118824|0.0787647|-0.206235|-0.118059|0.0881765|-0.183529|-0.137294|0.0462353|-0.234294|-0.0952941|0.139
206|C[Si]1(C)c2ccsc2c2sc(c3nc4sc(c5cc6c(s5)c5sc(c7cc8sccc8s7)cc5[Si]6(C)C)nc4s3)cc12|C[Si]1(C)c2ccsc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8sccc8s7)cc5[Si]6(C)C)nc4s3)cc21|InChI=1S/C30H20N2S8Si2/c1-41(2)19-6-8-34-23(19)24-21(41)11-17(37-24)27-31-29-30(39-27)32-28(40-29)18-12-22-26(38-18)25-20(42(22,3)4)10-16(36-25)15-9-14-13(35-15)5-7-33-14/h5-12H,1-4H3|10.1021/ma201054a,JQVZDALLJMXSDN-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.3,-3.7,1.6,1.73,0.97,0.64,2.73,56.0|C[Si]1(C)c2ccsc2-c2sc(-c3nc4sc(-c5cc6c(s5)-c5sc(-c7cc8sccc8s7)cc5[Si]6(C)C)nc4s3)cc21|12|-0.18|-0.0959167|0.0840833|-0.19|-0.096|0.094|-0.165|-0.115|0.05|-0.221|-0.0739167|0.147083
207|COc1c2ccsc2c(OC)c2cc(c3sc(c4scc5c4C4C=CC5CC4(C)C)c4c3C3C=CC4C(C)(C)C3)sc12|COc1c2ccsc2c(OC)c2cc(-c3sc(-c4scc5c4C4C=CC5CC4(C)C)c4c3C3C=CC4C(C)(C)C3)sc21|InChI=1S/C36H34O2S4/c1-35(2)14-17-7-9-22(35)26-21(17)16-40-33(26)34-27-23-10-8-18(15-36(23,3)4)25(27)32(42-34)24-13-20-29(38-6)30-19(11-12-39-30)28(37-5)31(20)41-24/h7-13,16-18,22-23H,14-15H2,1-6H3|10.1021/jp208775x,PUMCXCLDSJWOGP-UHFFFAOYSA-N,polymer,bulk,PC61BM,-5.4,-3.0,2.4,2.4,0.008,0.44,0.075,24.0|COc1c2ccsc2c(OC)c2cc(-c3sc(-c4scc5c4C4C=CC5CC4(C)C)c4c3C3C=CC4C(C)(C)C3)sc21|20|-0.1878|-0.0662|0.1216|-0.19695|-0.0647|0.13225|-0.16875|-0.08865|0.0801|-0.2303|-0.041|0.1893
208|Cn1c(=O)c2c(c3ccc(c4cc5c(s4)c4sccc4[Si]5(C)C)s3)n(C)c(=O)c2c1c1cccs1|CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)N(C)C(=O)C2=C1c1cccs1|InChI=1S/C26H20N2O2S4Si/c1-27-21(14-6-5-10-31-14)19-20(26(27)30)22(28(2)25(19)29)15-8-7-13(33-15)16-12-18-24(34-16)23-17(9-11-32-23)35(18,3)4/h5-12H,1-4H3|10.1039/C1EE01072G,LGTATYAIFFFVLT-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.04,-3.47,1.57,1.29,2.1,0.55,7.5,51.0|CN1C(=O)C2=C(c3ccc(-c4cc5c(s4)-c4sccc4[Si]5(C)C)s3)N(C)C(=O)C2=C1c1cccs1|12|-0.179|-0.102667|0.0763333|-0.188|-0.102583|0.0854167|-0.163|-0.120667|0.0423333|-0.217917|-0.0823333|0.135583
209|COc1c2ccsc2c(OC)c2c1sc(c1cc(C)c(c3ccc(c4sc(c5nc(C)c(c6ccc(c7sccc7C)s6)s5)nc4C)s3)s1)c2|COc1c2ccsc2c(OC)c2c1=S=C(c1cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6ccc(-c7sccc7C)s6)s5)nc4C)s3)s1)C=2|InChI=1S/C38H28N2O2S8/c1-17-11-13-43-31(17)23-7-9-25(45-23)33-19(3)39-37(49-33)38-40-20(4)34(50-38)26-10-8-24(46-26)32-18(2)15-27(47-32)28-16-22-30(42-6)35-21(12-14-44-35)29(41-5)36(22)48-28/h7-16H,1-6H3|10.1002/adma.201200721,BEFZUJPXHGCLLJ-UHFFFAOYSA-N,polymer,bulk,PC71BM,-5.12,-2.94,2.18,1.96,4.46,0.82,9.01,60.3|COc1c2ccsc2c(OC)c2c1=S=C(c1cc(C)c(-c3ccc(-c4sc(-c5nc(C)c(-c6ccc(-c7sccc7C)s6)s5)nc4C)s3)s1)C=2|18|-0.180722|-0.0955|0.0852222|-0.190056|-0.095|0.0950556|-0.165278|-0.114389|0.0508889|-0.221056|-0.0726667|0.148389
210|Cc1ccsc1c1sc(c2sc(c3ccc4c(c3)C(C)(C)c3ccccc43)cc2C)c2nc3c4ccccc4c4ccccc4c3nc12|Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21|InChI=1S/C43H30N2S3/c1-23-19-20-46-39(23)41-37-38(45-36-31-15-8-6-12-27(31)26-11-5-7-14-30(26)35(36)44-37)42(48-41)40-24(2)21-34(47-40)25-17-18-29-28-13-9-10-16-32(28)43(3,4)33(29)22-25/h5-22H,1-4H3|10.1021/cm900788e,VBVBCOLMSXKRSV-UHFFFAOYSA-N,polymer,bulk,PC61BM,-4.93,-3.53,1.4,nan,0.57,0.485,2.28,52.0|Cc1ccsc1-c1sc(-c2sc(-c3ccc4c(c3)C(C)(C)c3ccccc3-4)cc2C)c2nc3c4ccccc4c4ccccc4c3nc21|17|-0.186647|-0.105412|0.0812353|-0.195706|-0.104882|0.0908235|-0.171118|-0.126706|0.0444118|-0.226882|-0.0821765|0.144706
